5 0 0 0 -1 82.4686 22.4189 0 1
5 1 0 0 -1 52.1689 37.7274 0 1
5 2 0 0 -1 27.4812 83.8337 0 1
5 3 0 0 -1 9.43943 98.4749 0 1
5 4 0 0 -1 27.6861 9.29942 0 1
5 5 0 0 -1 66.3587 73.9279 0 1
5 6 0 0 -1 71.0925 9.78957 0 1
5 7 0 0 -1 81.6328 24.7833 0 1
5 8 0 0 -1 51.9726 22.9524 0 1
5 9 0 0 -1 75.3347 38.0243 0 1
5 10 0 0 -1 7.67686 17.2527 0 1
5 11 0 0 -1 46.179 13.017 0 1
5 12 0 0 -1 33.102 70.5217 0 1
5 13 0 0 -1 5.75812 15.5706 0 1
5 14 0 0 -1 85.941 45.1096 0 1
5 15 0 0 -1 14.7475 13.4222 0 1
5 16 0 0 -1 28.9433 24.1869 0 1
5 17 0 0 -1 11.8971 56.6293 0 1
5 18 0 0 -1 33.4863 78.2558 0 1
5 19 0 0 -1 30.5572 4.57882 0 1
5 20 0 0 -1 88.0454 12.19 0 1
5 21 0 0 -1 29.3622 82.4588 0 1
5 22 0 0 -1 8.53973 81.3347 0 1
5 23 0 0 -1 5.41116 83.8745 0 1
5 24 0 0 -1 19.359 13.088 0 1
5 25 0 0 -1 1.12721 65.538 0 1
5 26 0 0 -1 26.105 34.2292 0 1
5 27 0 0 -1 36.0597 31.8631 0 1
5 28 0 0 -1 49.7998 29.0003 0 1
5 29 0 0 -1 8.88323 35.7407 0 1
5 30 0 0 -1 74.1099 23.6307 0 1
5 31 0 0 -1 49.1629 3.05318 0 1
5 32 0 0 -1 47.8176 61.0601 0 1
5 33 0 0 -1 39.3159 90.2397 0 1
5 34 0 0 -1 85.8827 27.3612 0 1
5 35 0 0 -1 2.42964 15.2449 0 1
5 36 0 0 -1 9.82001 10.9694 0 1
5 37 0 0 -1 96.5796 15.2312 0 1
5 38 0 0 -1 94.8438 15.9386 0 1
5 39 0 0 -1 81.4766 54.4242 0 1
5 40 0 0 -1 30.2002 17.5363 0 1
5 41 0 0 -1 15.7408 20.6466 0 1
5 42 0 0 -1 18.8012 64.9037 0 1
5 43 0 0 -1 23.6997 66.6188 0 1
5 44 0 0 -1 25.9638 83.3823 0 1
5 45 0 0 -1 47.9227 65.2796 0 1
5 46 0 0 -1 73.6219 33.8055 0 1
5 47 0 0 -1 49.0504 2.46085 0 1
5 48 0 0 -1 87.0209 45.6299 0 1
5 49 0 0 -1 17.692 81.8648 0 1
5 50 0 0 -1 61.5685 46.0112 0 1
5 51 0 0 -1 77.8358 43.0451 0 1
5 52 0 0 -1 0.435409 8.03605 0 1
5 53 0 0 -1 88.0361 7.11804 0 1
5 54 0 0 -1 81.8933 3.77684 0 1
5 55 0 0 -1 27.7646 0.694518 0 1
5 56 0 0 -1 68.6805 51.4643 0 1
5 57 0 0 -1 34.8466 15.2361 0 1
5 58 0 0 -1 59.9239 8.46853 0 1
5 59 0 0 -1 49.0416 52.5648 0 1
5 60 0 0 -1 55.0256 71.541 0 1
5 61 0 0 -1 43.7219 72.7176 0 1
5 62 0 0 -1 53.4058 5.29038 0 1
5 63 0 0 -1 18.7288 31.2416 0 1
5 64 0 0 -1 48.3355 19.1642 0 1
5 65 0 0 -1 39.2777 8.91688 0 1
5 66 0 0 -1 5.88696 27.3138 0 1
5 67 0 0 -1 16.0349 87.7802 0 1
5 68 0 0 -1 31.0906 43.7995 0 1
5 69 0 0 -1 94.4155 30.1105 0 1
5 70 0 0 -1 71.0242 54.3394 0 1
5 71 0 0 -1 38.579 20.0658 0 1
5 72 0 0 -1 6.90414 23.0991 0 1
5 73 0 0 -1 18.1577 61.9297 0 1
5 74 0 0 -1 34.6474 48.046 0 1
5 75 0 0 -1 67.1699 53.3762 0 1
5 76 0 0 -1 79.2876 15.5054 0 1
5 77 0 0 -1 72.5404 18.5653 0 1
5 78 0 0 -1 24.4223 78.4274 0 1
5 79 0 0 -1 45.8791 40.4572 0 1
5 80 0 0 -1 10.4705 71.1563 0 1
5 81 0 0 -1 9.63112 81.4947 0 1
5 82 0 0 -1 25.4957 48.2101 0 1
5 83 0 0 -1 1.56049 32.3998 0 1
5 84 0 0 -1 71.3092 19.7182 0 1
5 85 0 0 -1 81.5978 28.9769 0 1
5 86 0 0 -1 13.9954 48.7677 0 1
5 87 0 0 -1 64.2731 54.8935 0 1
5 88 0 0 -1 11.8483 88.6954 0 1
5 89 0 0 -1 33.3209 57.7273 0 1
5 90 0 0 -1 34.697 13.4094 0 1
5 91 0 0 -1 54.2109 11.4378 0 1
5 92 0 0 -1 82.5941 2.5612 0 1
5 93 0 0 -1 46.1761 8.08972 0 1
5 94 0 0 -1 50.7713 47.7366 0 1
5 95 0 0 -1 40.4895 22.0806 0 1
5 96 0 0 -1 67.4548 34.819 0 1
5 97 0 0 -1 63.7959 2.02535 0 1
5 98 0 0 -1 1.04253 7.15661 0 1
5 99 0 0 -1 50.7888 34.3634 0 1
